TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 04/2005,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-92.4,"11,626.0",0.70%,0.61%,- - -,- - -,- - -,4.72%,1.35%,," *** הראל אג""ח עד 25% מניות ",101,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-5.9,"1,637.5",- - -,- - -,- - -,- - -,- - -,3.76%,1.01%,לא פעיל, *** אקסלנס גמל פלטינום,102,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-46.3,"4,367.5",0.70%,0.61%,- - -,- - -,- - -,3.62%,0.97%,, *** מיטב דש גמל לבני  50-60,103,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-24.4,"2,511.7",- - -,- - -,- - -,- - -,- - -,4.60%,1.36%,לא פעיל,פסגות צור,104,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-4.9,121.7,- - -,- - -,- - -,- - -,- - -,3.59%,0.89%,לא פעיל,ישיר המלאכה,105,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-115.7,"18,655.3",- - -,- - -,- - -,- - -,- - -,4.11%,1.08%,לא פעיל, *** פסגות גדיש כללי,106,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-5.0,461.4,0.58%,0.00%,- - -,- - -,- - -,2.88%,0.85%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.9,24.8,- - -,- - -,- - -,- - -,- - -,11.75%,2.36%,לא פעיל, *** להיט מניות,109,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,57.1,- - -,- - -,- - -,- - -,- - -,3.45%,0.88%,לא פעיל,** ויתקין,110,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-12.1,"1,002.7",- - -,- - -,- - -,- - -,- - -,3.95%,0.95%,לא פעיל, *** מיטב מירון,111,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.0,178.6,- - -,- - -,- - -,- - -,- - -,4.83%,1.51%,לא פעיל,הראל רימון,112,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-18.1,"2,797.3",- - -,- - -,- - -,- - -,- - -,4.24%,1.16%,לא פעיל, *** פסגות קרן אור,113,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.8,19.8,- - -,- - -,- - -,- - -,- - -,2.33%,0.45%,לא פעיל,אי.בי.אי שחר,114,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.2,692.7,- - -,- - -,- - -,- - -,- - -,3.72%,0.98%,לא פעיל, *** ** הגומל מסלול כללי,115,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,15.6,0.58%,0.04%,- - -,- - -,- - -,3.00%,0.95%,," *** כלל תמר אג""ח ",117,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,3.2,71.3,0.51%,- - -,- - -,- - -,- - -,6.70%,0.98%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-9.3,638.4,0.73%,0.32%,- - -,- - -,- - -,2.81%,0.64%,,מנורה מבטחים יותר מסלול ד,119,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,56.3,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.0,26.1,- - -,- - -,- - -,- - -,- - -,3.85%,0.93%,לא פעיל,ישיר תוחלת,121,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.3,90.4,- - -,- - -,- - -,- - -,- - -,2.64%,0.57%,לא פעיל,מנורה גמל פלס,122,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.4,150.9,- - -,- - -,- - -,- - -,- - -,4.43%,1.37%,לא פעיל, *** אקסלנס גמולה,123,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-6.3,549.4,0.54%,0.08%,- - -,- - -,- - -,3.71%,1.19%,, *** כלל תמר מדד,124,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,11.5,235.6,- - -,- - -,- - -,- - -,- - -,3.20%,0.46%,לא פעיל, *** אשכולות כללי,125,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.5,49.9,- - -,- - -,- - -,- - -,- - -,1.97%,0.28%,לא פעיל," *** כלל תמר מט""ח",126,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.7,86.1,0.61%,0.05%,- - -,- - -,- - -,4.97%,2.25%,, *** כלל תמר מניות,127,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.5,57.3,0.54%,0.03%,- - -,- - -,- - -,1.36%,0.30%,, *** כלל תמר שקלי טווח קצר,128,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,27.8,- - -,- - -,- - -,- - -,- - -,4.49%,1.06%,לא פעיל, *** ** יבול,129,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,114.2,0.68%,- - -,- - -,- - -,- - -,2.80%,0.68%,,** שובל,130,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-5.4,497.7,0.96%,- - -,- - -,- - -,- - -,4.15%,1.05%,, *** הלמן-אלדובי השתלמות כללי,132,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.6,197.6,- - -,- - -,- - -,- - -,- - -,3.36%,0.90%,לא פעיל,** ישיר מניפה,133,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.5,92.5,- - -,- - -,- - -,- - -,- - -,6.18%,2.09%,לא פעיל, *** דש קפיטל גמל זהב,135,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.9,127.3,- - -,- - -,- - -,- - -,- - -,6.29%,2.12%,לא פעיל, *** דש קפיטל גמל,136,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-20.5,535.7,- - -,- - -,- - -,- - -,- - -,6.06%,2.01%,לא פעיל, *** דש קפיטל השתלמות,137,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.8,56.6,- - -,- - -,- - -,- - -,- - -,7.73%,2.62%,לא פעיל, *** דש קפיטל-פיצויים,138,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,38.4,- - -,- - -,- - -,- - -,- - -,3.98%,1.41%,לא פעיל, *** ** כלל דגש,139,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,9.0,- - -,- - -,- - -,- - -,- - -,3.25%,0.68%,לא פעיל,מבטחים-פיצויים,140,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,37.8,- - -,- - -,- - -,- - -,- - -,5.99%,0.99%,לא פעיל,הלמן-אלדובי ברק,142,,-639.9,"216,054.2",0.59%,0.45%,,,,4.08%,1.17%
