TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 01/2003,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-70.2,"9,252.1",0.70%,0.61%,- - -,- - -,- - -,-0.23%,-0.23%,," *** הראל אג""ח עד 25% מניות ",101,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.5,"1,190.3",- - -,- - -,- - -,- - -,- - -,0.14%,0.14%,לא פעיל, *** אקסלנס גמל פלטינום,102,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-22.1,"3,715.7",0.70%,0.61%,- - -,- - -,- - -,0.03%,0.03%,, *** מיטב דש גמל לבני  50-60,103,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-26.3,"2,182.0",- - -,- - -,- - -,- - -,- - -,-0.24%,-0.24%,לא פעיל,פסגות צור,104,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.6,123.0,- - -,- - -,- - -,- - -,- - -,-0.12%,-0.12%,לא פעיל,ישיר המלאכה,105,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-63.1,"14,691.3",- - -,- - -,- - -,- - -,- - -,-0.23%,-0.23%,לא פעיל, *** פסגות גדיש כללי,106,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-17.9,412.9,0.58%,0.00%,- - -,- - -,- - -,0.24%,0.24%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.2,188.3,- - -,- - -,- - -,- - -,- - -,0.46%,0.46%,לא פעיל,** נדבכים,108,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,5.1,- - -,- - -,- - -,- - -,- - -,-0.95%,-0.95%,לא פעיל, *** להיט מניות,109,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,48.7,- - -,- - -,- - -,- - -,- - -,-0.80%,-0.80%,לא פעיל,** ויתקין,110,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-5.6,871.5,- - -,- - -,- - -,- - -,- - -,-0.10%,-0.10%,לא פעיל, *** מיטב מירון,111,,-654.2,"165,785.8",0.59%,0.45%,,,,-0.03%,-0.03%
