TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 03/2005,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-20.7,"11,571.7",0.70%,0.61%,- - -,- - -,- - -,3.33%,0.21%,," *** הראל אג""ח עד 25% מניות ",101,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,3.0,"1,628.3",- - -,- - -,- - -,- - -,- - -,2.72%,0.11%,לא פעיל, *** אקסלנס גמל פלטינום,102,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-18.5,"4,371.5",0.70%,0.61%,- - -,- - -,- - -,2.63%,0.13%,, *** מיטב דש גמל לבני  50-60,103,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-9.7,"2,504.5",- - -,- - -,- - -,- - -,- - -,3.20%,0.13%,לא פעיל,פסגות צור,104,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.5,125.6,- - -,- - -,- - -,- - -,- - -,2.68%,0.04%,לא פעיל,ישיר המלאכה,105,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-14.0,"18,582.6",- - -,- - -,- - -,- - -,- - -,2.99%,0.17%,לא פעיל, *** פסגות גדיש כללי,106,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.0,462.9,0.58%,0.00%,- - -,- - -,- - -,2.01%,0.14%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,23.3,- - -,- - -,- - -,- - -,- - -,9.18%,-0.32%,לא פעיל, *** להיט מניות,109,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.3,56.7,- - -,- - -,- - -,- - -,- - -,2.54%,-0.11%,לא פעיל,** ויתקין,110,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.9,"1,006.1",- - -,- - -,- - -,- - -,- - -,2.97%,0.17%,לא פעיל, *** מיטב מירון,111,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,177.2,- - -,- - -,- - -,- - -,- - -,3.27%,0.18%,לא פעיל,הראל רימון,112,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.8,"2,785.0",- - -,- - -,- - -,- - -,- - -,3.04%,0.18%,לא פעיל, *** פסגות קרן אור,113,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.5,21.5,- - -,- - -,- - -,- - -,- - -,1.87%,0.41%,לא פעיל,אי.בי.אי שחר,114,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,2.0,687.8,- - -,- - -,- - -,- - -,- - -,2.71%,0.08%,לא פעיל, *** ** הגומל מסלול כללי,115,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.5,15.4,0.58%,0.04%,- - -,- - -,- - -,2.03%,0.46%,," *** כלל תמר אג""ח ",117,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,2.8,67.5,0.51%,- - -,- - -,- - -,- - -,5.67%,0.66%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.8,644.2,0.73%,0.32%,- - -,- - -,- - -,2.15%,0.09%,,מנורה מבטחים יותר מסלול ד,119,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,56.1,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,26.9,- - -,- - -,- - -,- - -,- - -,2.89%,0.22%,לא פעיל,ישיר תוחלת,121,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.8,90.2,- - -,- - -,- - -,- - -,- - -,2.06%,0.04%,לא פעיל,מנורה גמל פלס,122,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,148.7,- - -,- - -,- - -,- - -,- - -,3.01%,-0.38%,לא פעיל, *** אקסלנס גמולה,123,,199.6,"214,389.9",0.59%,0.45%,,,,2.87%,0.16%
