TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 04/2006,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",85.6%,0.8,"12,862.4",0.70%,0.61%,1.09,-0.10,- - -,3.67%,2.17%,," *** הראל אג""ח עד 25% מניות ",101,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.2%,-2.2,"1,862.1",- - -,- - -,1.36,1.44,- - -,4.40%,2.07%,לא פעיל, *** אקסלנס גמל פלטינום,102,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.1%,-19.2,"4,755.5",0.70%,0.61%,1.25,-0.54,- - -,3.44%,1.78%,, *** מיטב דש גמל לבני  50-60,103,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.4%,-0.9,"2,720.4",- - -,- - -,1.07,0.48,- - -,3.72%,2.08%,לא פעיל,פסגות צור,104,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.4%,0.3,127.7,- - -,- - -,1.05,0.39,- - -,3.61%,1.99%,לא פעיל,ישיר המלאכה,105,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.8%,-31.6,"20,873.6",- - -,- - -,1.17,0.24,- - -,3.55%,1.82%,לא פעיל, *** פסגות גדיש כללי,106,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.2%,1.6,494.5,0.58%,0.00%,0.90,-0.90,- - -,3.61%,1.58%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.9%,-1.4,39.1,- - -,- - -,1.53,1.20,- - -,7.39%,2.99%,לא פעיל, *** להיט מניות,109,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.2%,-0.2,62.6,- - -,- - -,1.16,-1.42,- - -,3.33%,1.52%,לא פעיל,** ויתקין,110,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.7%,-3.4,"1,100.8",- - -,- - -,1.08,0.96,- - -,3.73%,2.10%,לא פעיל, *** מיטב מירון,111,85.0%,322.6,"245,257.7",0.59%,0.45%,,,,3.79%,1.81%
