TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 10/2005,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",87.5%,2.2,"12,390.9",0.70%,0.61%,0.95,-0.52,- - -,12.02%,0.30%,," *** הראל אג""ח עד 25% מניות ",101,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.5%,3.1,"1,767.5",- - -,- - -,1.11,0.62,- - -,12.36%,0.20%,לא פעיל, *** אקסלנס גמל פלטינום,102,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.0%,-7.6,"4,641.2",0.70%,0.61%,1.11,0.31,- - -,12.23%,0.20%,, *** מיטב דש גמל לבני  50-60,103,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.9%,-2.6,"2,636.9",- - -,- - -,0.92,-0.02,- - -,12.43%,0.33%,לא פעיל,פסגות צור,104,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.4%,-0.2,128.1,- - -,- - -,0.82,0.84,- - -,12.27%,0.47%,לא פעיל,ישיר המלאכה,105,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.6%,8.1,"20,016.0",- - -,- - -,1,0.57,- - -,12.74%,0.21%,לא פעיל, *** פסגות גדיש כללי,106,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.8%,0.3,488.7,0.58%,0.00%,0.66,-0.88,- - -,9.29%,0.24%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",93.1%,0.4,28.1,- - -,- - -,1.25,0.78,- - -,23.36%,-0.07%,לא פעיל, *** להיט מניות,109,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.9%,0.0,60.7,- - -,- - -,- - -,- - -,- - -,11.53%,0.19%,לא פעיל,** ויתקין,110,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.6%,-1.2,"1,060.5",- - -,- - -,0.82,0.95,- - -,12.49%,0.34%,לא פעיל, *** מיטב מירון,111,85.5%,31.4,"232,145.5",0.59%,0.45%,,,,12.09%,0.33%
