TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 03/2002,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,7.1,"10,037.9",0.70%,0.61%,- - -,- - -,- - -,-1.76%,-1.94%,," *** הראל אג""ח עד 25% מניות ",101,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.7,"1,220.6",- - -,- - -,- - -,- - -,- - -,-1.30%,-1.53%,לא פעיל, *** אקסלנס גמל פלטינום,102,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-10.0,"3,797.7",0.70%,0.61%,- - -,- - -,- - -,-0.44%,-1.01%,, *** מיטב דש גמל לבני  50-60,103,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-8.8,"2,425.3",- - -,- - -,- - -,- - -,- - -,-2.02%,-2.08%,לא פעיל,פסגות צור,104,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.7,136.8,- - -,- - -,- - -,- - -,- - -,-2.48%,-2.20%,לא פעיל,ישיר המלאכה,105,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-26.7,"15,406.8",- - -,- - -,- - -,- - -,- - -,-1.36%,-1.55%,לא פעיל, *** פסגות גדיש כללי,106,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.2,494.8,0.58%,0.00%,- - -,- - -,- - -,-1.11%,-1.48%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.3,203.5,- - -,- - -,- - -,- - -,- - -,-0.19%,-0.79%,לא פעיל,** נדבכים,108,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,5.9,- - -,- - -,- - -,- - -,- - -,-4.74%,-3.41%,לא פעיל, *** להיט מניות,109,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,50.3,- - -,- - -,- - -,- - -,- - -,-1.05%,-1.36%,לא פעיל,** ויתקין,110,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-4.3,931.1,- - -,- - -,- - -,- - -,- - -,-2.45%,-2.31%,לא פעיל, *** מיטב מירון,111,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.3,148.9,- - -,- - -,- - -,- - -,- - -,-2.08%,-2.04%,לא פעיל,הראל רימון,112,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-4.6,"2,409.9",- - -,- - -,- - -,- - -,- - -,-1.16%,-1.48%,לא פעיל, *** פסגות קרן אור,113,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,24.2,- - -,- - -,- - -,- - -,- - -,0.08%,-0.87%,לא פעיל,אי.בי.אי שחר,114,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.9,532.3,- - -,- - -,- - -,- - -,- - -,-0.93%,-1.25%,לא פעיל, *** ** הגומל מסלול כללי,115,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,2.6,- - -,- - -,- - -,- - -,- - -,-0.92%,-0.94%,לא פעיל,** סוכני הבטוח,116,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,6.9,0.58%,0.04%,- - -,- - -,- - -,0.64%,-1.52%,," *** כלל תמר אג""ח ",117,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,7.8,0.51%,- - -,- - -,- - -,- - -,-0.02%,-1.24%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.4,537.4,0.73%,0.32%,- - -,- - -,- - -,-0.70%,-1.01%,,מנורה מבטחים יותר מסלול ד,119,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,53.5,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,28.2,- - -,- - -,- - -,- - -,- - -,-2.47%,-2.20%,לא פעיל,ישיר תוחלת,121,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.4,97.3,- - -,- - -,- - -,- - -,- - -,-0.66%,-1.03%,לא פעיל,מנורה גמל פלס,122,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.6,95.1,- - -,- - -,- - -,- - -,- - -,-3.53%,-2.56%,לא פעיל, *** אקסלנס גמולה,123,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,18.4,359.3,0.54%,0.08%,- - -,- - -,- - -,0.58%,-1.02%,, *** כלל תמר מדד,124,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,3.3,65.6,- - -,- - -,- - -,- - -,- - -,-0.08%,-1.17%,לא פעיל, *** אשכולות כללי,125,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.0,39.0,- - -,- - -,- - -,- - -,- - -,5.99%,2.02%,לא פעיל," *** כלל תמר מט""ח",126,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.4,32.2,0.61%,0.05%,- - -,- - -,- - -,-5.08%,-3.16%,, *** כלל תמר מניות,127,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.0,33.1,0.54%,0.03%,- - -,- - -,- - -,-1.32%,-1.57%,, *** כלל תמר שקלי טווח קצר,128,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,21.6,- - -,- - -,- - -,- - -,- - -,-2.78%,-2.16%,לא פעיל, *** ** יבול,129,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.7,70.8,0.68%,- - -,- - -,- - -,- - -,-0.09%,-0.96%,,** שובל,130,,-232.0,"168,140.1",0.59%,0.45%,,,,-1.13%,-1.52%
