TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 12/2008,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",74.2%,-317.2,"8,246.3",0.70%,0.61%,-0.60,-0.88,-0.84%,-19.58%,-0.27%,," *** הראל אג""ח עד 25% מניות ",101,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.4%,-49.8,"1,323.1",- - -,- - -,-0.53,-0.26,-0.12%,-19.05%,0.23%,לא פעיל, *** אקסלנס גמל פלטינום,102,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.2%,-85.7,"3,198.8",0.70%,0.61%,-0.38,1.31,-0.12%,-12.86%,0.58%,, *** מיטב דש גמל לבני  50-60,103,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.6%,-71.5,"1,343.9",- - -,- - -,-0.92,-1.51,-3.00%,-30.26%,-3.09%,לא פעיל,פסגות צור,104,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.6%,-4.7,69.9,- - -,- - -,-0.53,-0.20,-0.84%,-19.16%,0.97%,לא פעיל,ישיר המלאכה,105,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.3%,-457.8,"14,746.3",- - -,- - -,-0.48,0.27,0.00%,-17.24%,-0.59%,לא פעיל, *** פסגות גדיש כללי,106,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.6%,-6.0,363.1,0.58%,0.00%,-0.57,0.44,0.48%,-13.36%,-0.99%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.0%,-0.7,12.6,- - -,- - -,-0.66,-0.88,-1.56%,-47.64%,1.13%,לא פעיל, *** להיט מניות,109,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",77.1%,-20.6,644.3,- - -,- - -,-0.67,-0.92,-1.68%,-20.89%,0.46%,לא פעיל, *** מיטב מירון,111,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",75.8%,-5.0,126.0,- - -,- - -,-0.62,-1.05,-0.96%,-20.69%,-0.21%,לא פעיל,הראל רימון,112,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.6%,-73.2,"1,761.1",- - -,- - -,-0.90,-1.46,-2.28%,-30.59%,-3.69%,לא פעיל, *** פסגות קרן אור,113,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.3%,-0.5,10.6,- - -,- - -,-0.37,1.25,-0.72%,-11.04%,1.23%,לא פעיל,אי.בי.אי שחר,114,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.6%,-15.4,696.3,- - -,- - -,0,1.60,1.32%,-7.38%,2.93%,לא פעיל, *** ** הגומל מסלול כללי,115,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",93.4%,46.1,325.3,0.58%,0.04%,0.29,0.97,0.12%,4.35%,3.10%,," *** כלל תמר אג""ח ",117,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.6%,-2.6,111.5,0.51%,- - -,-0.92,-1.33,-2.40%,-31.56%,-4.51%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.3%,-10.5,559.6,0.73%,0.32%,-0.71,-0.80,-1.68%,-19.24%,-1.14%,,מנורה מבטחים יותר מסלול ד,119,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",96.5%,-0.2,62.2,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.0%,-0.6,16.1,- - -,- - -,-0.48,0.14,-0.60%,-17.80%,2.25%,לא פעיל,ישיר תוחלת,121,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.8%,-2.4,56.0,- - -,- - -,-0.86,-1.48,-2.64%,-23.38%,-1.43%,לא פעיל,מנורה גמל פלס,122,84.6%,-233.8,"220,088.4",0.59%,0.45%,,,-0.48%,-17.80%,0.04%
