TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 08/2004,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,5.9,"10,787.7",0.70%,0.61%,- - -,- - -,- - -,4.11%,-0.23%,," *** הראל אג""ח עד 25% מניות ",101,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,3.6,"1,442.1",- - -,- - -,- - -,- - -,- - -,4.56%,0.05%,לא פעיל, *** אקסלנס גמל פלטינום,102,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-13.1,"4,154.5",0.70%,0.61%,- - -,- - -,- - -,4.08%,-0.02%,, *** מיטב דש גמל לבני  50-60,103,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-12.3,"2,397.1",- - -,- - -,- - -,- - -,- - -,3.93%,-0.48%,לא פעיל,פסגות צור,104,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.9,121.5,- - -,- - -,- - -,- - -,- - -,3.38%,-0.49%,לא פעיל,ישיר המלאכה,105,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-16.6,"17,220.8",- - -,- - -,- - -,- - -,- - -,4.24%,-0.14%,לא פעיל, *** פסגות גדיש כללי,106,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.6,438.1,0.58%,0.00%,- - -,- - -,- - -,4.62%,-0.16%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.0,184.9,- - -,- - -,- - -,- - -,- - -,4.12%,0.05%,לא פעיל,** נדבכים,108,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.4,16.3,- - -,- - -,- - -,- - -,- - -,6.71%,-3.01%,לא פעיל, *** להיט מניות,109,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,52.8,- - -,- - -,- - -,- - -,- - -,4.02%,0.00%,לא פעיל,** ויתקין,110,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.4,949.6,- - -,- - -,- - -,- - -,- - -,3.28%,-0.48%,לא פעיל, *** מיטב מירון,111,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.6,165.0,- - -,- - -,- - -,- - -,- - -,3.73%,-0.44%,לא פעיל,הראל רימון,112,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-9.1,"2,591.8",- - -,- - -,- - -,- - -,- - -,4.22%,-0.28%,לא פעיל, *** פסגות קרן אור,113,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,21.7,- - -,- - -,- - -,- - -,- - -,4.27%,0.46%,לא פעיל,אי.בי.אי שחר,114,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.5,636.5,- - -,- - -,- - -,- - -,- - -,4.11%,-0.23%,לא פעיל, *** ** הגומל מסלול כללי,115,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.0,2.5,- - -,- - -,- - -,- - -,- - -,7.00%,-0.58%,לא פעיל,** סוכני הבטוח,116,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,12.1,0.58%,0.04%,- - -,- - -,- - -,4.06%,0.80%,," *** כלל תמר אג""ח ",117,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.6,41.1,0.51%,- - -,- - -,- - -,- - -,5.24%,-0.32%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.2,592.1,0.73%,0.32%,- - -,- - -,- - -,3.81%,0.10%,,מנורה מבטחים יותר מסלול ד,119,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,54.4,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.2,26.9,- - -,- - -,- - -,- - -,- - -,3.36%,-0.49%,לא פעיל,ישיר תוחלת,121,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,4.3,93.3,- - -,- - -,- - -,- - -,- - -,3.73%,0.07%,לא פעיל,מנורה גמל פלס,122,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.4,123.8,- - -,- - -,- - -,- - -,- - -,4.50%,-0.82%,לא פעיל, *** אקסלנס גמולה,123,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,6.7,511.5,0.54%,0.08%,- - -,- - -,- - -,4.68%,0.78%,, *** כלל תמר מדד,124,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.8,163.7,- - -,- - -,- - -,- - -,- - -,2.88%,-0.04%,לא פעיל, *** אשכולות כללי,125,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,58.5,- - -,- - -,- - -,- - -,- - -,3.47%,0.43%,לא פעיל," *** כלל תמר מט""ח",126,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-3.5,72.3,0.61%,0.05%,- - -,- - -,- - -,-0.82%,-3.45%,, *** כלל תמר מניות,127,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,2.5,62.8,0.54%,0.03%,- - -,- - -,- - -,3.01%,0.37%,, *** כלל תמר שקלי טווח קצר,128,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-0.1,26.4,- - -,- - -,- - -,- - -,- - -,2.99%,-0.03%,לא פעיל, *** ** יבול,129,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.6,104.0,0.68%,- - -,- - -,- - -,- - -,4.75%,0.16%,,** שובל,130,,237.4,"196,482.6",0.59%,0.45%,,,,4.12%,-0.11%
