TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 06/2017 - 05/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,-20.8,160.6,0.80%,- - -,-0.34,0.44%,0.14%,0.18%,05/18-06/17,, *** מגדל השתלמות שקלי טווח קצר,864,100.0%,-20.8,160.6,0.80%,- - -,דווח,0.18%,05/18-06/17,, *** מגדל השתלמות שקלי טווח קצר,864,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,-56.1,308.8,0.79%,- - -,0.67,2.19%,0.89%,1.86%,05/18-06/17,," *** מגדל השתלמות אג""ח ממשלתי ישראלי",865,100.0%,-56.1,308.8,0.79%,- - -,דווח,1.86%,05/18-06/17,," *** מגדל השתלמות אג""ח ממשלתי ישראלי",865,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.6%,-3.2,13.0,0.67%,- - -,0.34,2.01%,0.83%,4.16%,05/18-06/17,," *** מגדל השתלמות חו""ל",868,98.6%,-3.2,13.0,0.67%,- - -,דווח,4.16%,05/18-06/17,," *** מגדל השתלמות חו""ל",868,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.5%,27.8,186.6,0.72%,- - -,0.86,7.39%,4.24%,7.05%,05/18-06/17,, *** מגדל השתלמות מניות,869,93.5%,27.8,186.6,0.72%,- - -,דווח,7.05%,05/18-06/17,, *** מגדל השתלמות מניות,869,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",79.7%,-101.0,"7,840.6",0.69%,- - -,1.18,4.73%,2.70%,4.76%,05/18-06/17,, *** מיטב דש השתלמות כללי,880,79.7%,-101.0,"7,840.6",0.69%,- - -,דווח,4.76%,05/18-06/17,, *** מיטב דש השתלמות כללי,880,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",86.8%,-38.1,202.4,0.71%,- - -,0.86,2.33%,1.24%,2.00%,05/18-06/17,," *** מיטב דש השתלמות אג""ח צמוד מדד",881,86.8%,-38.1,202.4,0.71%,- - -,דווח,2.00%,05/18-06/17,," *** מיטב דש השתלמות אג""ח צמוד מדד",881,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.8%,25.8,488.0,0.60%,- - -,0.82,7.06%,4.00%,7.99%,05/18-06/17,, *** מיטב דש השתלמות מניות,883,88.8%,25.8,488.0,0.60%,- - -,דווח,7.99%,05/18-06/17,, *** מיטב דש השתלמות מניות,883,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",87.5%,522.1,"3,488.6",0.64%,- - -,1.21,5.68%,4.01%,3.05%,05/18-06/17,, *** אנליסט השתלמות כללי ,962,87.5%,522.1,"3,488.6",0.64%,- - -,דווח,3.05%,05/18-06/17,, *** אנליסט השתלמות כללי ,962,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.4%,56.0,197.3,0.67%,- - -,0.86,7.82%,4.46%,2.94%,05/18-06/17,,אנליסט השתלמות מניות,963,89.4%,56.0,197.3,0.67%,- - -,דווח,2.94%,05/18-06/17,,אנליסט השתלמות מניות,963,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",83.9%,982.4,"2,339.3",0.89%,- - -,1.44,5.51%,3.99%,4.98%,05/18-06/17,, *** אקסלנס השתלמות כללי,964,83.9%,982.4,"2,339.3",0.89%,- - -,דווח,4.98%,05/18-06/17,, *** אקסלנס השתלמות כללי,964,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.2%,70.6,137.5,0.83%,- - -,1.09,9.06%,6.59%,9.03%,05/18-06/17,, *** אקסלנס השתלמות מניות,968,89.2%,70.6,137.5,0.83%,- - -,דווח,9.03%,05/18-06/17,, *** אקסלנס השתלמות מניות,968,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",85.3%,-2.2,136.4,0.61%,- - -,1.08,3.22%,2.47%,1.55%,05/18-06/17,,"אנליסט השתלמות אג""ח",972,85.3%,-2.2,136.4,0.61%,- - -,דווח,1.55%,05/18-06/17,,"אנליסט השתלמות אג""ח",972,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.4%,-0.4,62.7,0.59%,- - -,0.92,2.54%,1.16%,1.46%,05/18-06/17,,"אנליסט השתלמות אג""ח ממשלת ישראל",973,95.4%,-0.4,62.7,0.59%,- - -,דווח,1.46%,05/18-06/17,,"אנליסט השתלמות אג""ח ממשלת ישראל",973,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",86.4%,-2.1,43.2,0.82%,- - -,0.86,3.58%,2.65%,5.40%,05/18-06/17,," *** הראל השתלמות מסלול חו""ל",1034,86.4%,-2.1,43.2,0.82%,- - -,דווח,5.40%,05/18-06/17,," *** הראל השתלמות מסלול חו""ל",1034,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",87.6%,-250.0,"6,657.9",0.78%,- - -,1.42,4.35%,2.55%,2.05%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח עד 25% מניות",1038,87.6%,-250.0,"6,657.9",0.78%,- - -,דווח,2.05%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח עד 25% מניות",1038,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.3%,-3.1,31.9,0.89%,- - -,0.75,3.19%,1.38%,3.32%,05/18-06/17,, *** פסגות שיא השתלמות פאסיבי-כללי,1059,99.3%,-3.1,31.9,0.89%,- - -,דווח,3.32%,05/18-06/17,, *** פסגות שיא השתלמות פאסיבי-כללי,1059,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",83.4%,0.0,37.8,0.76%,- - -,0.55,3.64%,0.96%,-1.06%,05/18-06/17,,אינפיניטי השתלמות כללי,1083,83.4%,0.0,37.8,0.76%,- - -,דווח,-1.06%,05/18-06/17,,אינפיניטי השתלמות כללי,1083,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.9%,-46.7,257.2,0.83%,- - -,1.01,2.94%,1.82%,1.19%,05/18-06/17,,"אינפיניטי השתלמות אג""ח",1084,81.9%,-46.7,257.2,0.83%,- - -,דווח,1.19%,05/18-06/17,,"אינפיניטי השתלמות אג""ח",1084,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.4%,-17.1,61.7,0.81%,- - -,0.24,3.62%,-3.06%,2.90%,05/18-06/17,,אינפיניטי השתלמות מניות בישראל,1085,95.4%,-17.1,61.7,0.81%,- - -,דווח,2.90%,05/18-06/17,,אינפיניטי השתלמות מניות בישראל,1085,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.6%,"7,023.0","22,977.3",0.80%,- - -,1.39,5.87%,4.39%,7.06%,05/18-06/17,, *** אלטשולר שחם השתלמות כללי,1093,88.6%,"7,023.0","22,977.3",0.80%,- - -,דווח,7.06%,05/18-06/17,, *** אלטשולר שחם השתלמות כללי,1093,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.3%,-376.8,"2,818.1",0.74%,- - -,1.25,3.56%,1.83%,3.64%,05/18-06/17,," *** אקסלנס השתלמות אג""ח עד 15% מניות",1100,81.3%,-376.8,"2,818.1",0.74%,- - -,דווח,3.64%,05/18-06/17,," *** אקסלנס השתלמות אג""ח עד 15% מניות",1100,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.0%,-0.1,83.9,0.78%,- - -,0.90,2.83%,1.87%,2.16%,05/18-06/17,," *** מנורה השתלמות אג""ח קונצרני",1110,89.0%,-0.1,83.9,0.78%,- - -,דווח,2.16%,05/18-06/17,," *** מנורה השתלמות אג""ח קונצרני",1110,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,-4.3,57.4,0.77%,- - -,-0.22,0.46%,0.12%,0.11%,05/18-06/17,, *** מנורה השתלמות שקלי לטווח קצר,1114,99.9%,-4.3,57.4,0.77%,- - -,דווח,0.11%,05/18-06/17,, *** מנורה השתלמות שקלי לטווח קצר,1114,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",85.8%,37.4,"1,881.2",0.63%,- - -,1.08,3.25%,1.68%,2.85%,05/18-06/17,," *** מנורה  השתלמות אג""ח עד 10% מניות",1149,85.8%,37.4,"1,881.2",0.63%,- - -,דווח,2.85%,05/18-06/17,," *** מנורה  השתלמות אג""ח עד 10% מניות",1149,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-69.2,- - -,0.82%,- - -,- - -,- - -,- - -,- - -,04/18-06/17,לא פעיל, *** מגדל השתלמות ביג כללי לפחות 30% מניות,1157,- - -,-69.2,- - -,0.82%,- - -,אין נתונים לתחום המבוקש,- - -,04/18-06/17,לא פעיל, *** מגדל השתלמות ביג כללי לפחות 30% מניות,1157,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.9%,"1,624.5","14,282.2",0.74%,- - -,1.44,5.63%,3.51%,3.37%,05/18-06/17,,ילין לפידות קרן השתלמות מסלול כללי,1162,88.9%,"1,624.5","14,282.2",0.74%,- - -,דווח,3.37%,05/18-06/17,,ילין לפידות קרן השתלמות מסלול כללי,1162,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",86.6%,2.8,129.6,0.42%,- - -,1.07,4.38%,2.65%,4.12%,05/18-06/17,,** קרן השתלמות של עובדי האוניברסיטה העברית,1182,86.6%,2.8,129.6,0.42%,- - -,דווח,4.12%,05/18-06/17,,** קרן השתלמות של עובדי האוניברסיטה העברית,1182,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",83.6%,-132.2,"2,331.0",0.61%,- - -,1.18,4.83%,2.57%,4.15%,05/18-06/17,, *** פסגות שיא השתלמות ישראל,1183,83.6%,-132.2,"2,331.0",0.61%,- - -,דווח,4.15%,05/18-06/17,, *** פסגות שיא השתלמות ישראל,1183,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.8%,4.3,412.5,0.79%,- - -,1.00,4.70%,1.72%,4.36%,05/18-06/17,," *** אקסלנס השתלמות אג""ח עד 25% מניות",1190,81.8%,4.3,412.5,0.79%,- - -,דווח,4.36%,05/18-06/17,," *** אקסלנס השתלמות אג""ח עד 25% מניות",1190,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",87.2%,-25.7,189.0,0.74%,- - -,1.26,2.95%,1.51%,2.38%,05/18-06/17,," *** אי.בי.אי השתלמות אג""ח ללא מניות",1202,87.2%,-25.7,189.0,0.74%,- - -,דווח,2.38%,05/18-06/17,," *** אי.בי.אי השתלמות אג""ח ללא מניות",1202,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",87.2%,-36.3,251.6,0.70%,- - -,1.27,3.44%,1.58%,2.94%,05/18-06/17,,"אי.בי.אי קרן השתלמות מסלול אג""ח עד 10% מניות",1203,87.2%,-36.3,251.6,0.70%,- - -,דווח,2.94%,05/18-06/17,,"אי.בי.אי קרן השתלמות מסלול אג""ח עד 10% מניות",1203,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",82.8%,-10.2,700.5,0.67%,- - -,1.25,4.87%,2.58%,4.42%,05/18-06/17,, *** אי.בי.אי השתלמות כללי,1204,82.8%,-10.2,700.5,0.67%,- - -,דווח,4.42%,05/18-06/17,, *** אי.בי.אי השתלמות כללי,1204,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.3%,-1.1,67.5,0.74%,- - -,0.82,6.86%,2.88%,7.57%,05/18-06/17,, *** אי.בי.אי השתלמות מניות,1205,88.3%,-1.1,67.5,0.74%,- - -,דווח,7.57%,05/18-06/17,, *** אי.בי.אי השתלמות מניות,1205,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",97.8%,0.9,35.0,0.62%,- - -,0.59,1.84%,0.22%,1.19%,05/18-06/17,,"אינפיניטי השתלמותאג""ח ממשלת ישראל",1210,97.8%,0.9,35.0,0.62%,- - -,דווח,1.19%,05/18-06/17,,"אינפיניטי השתלמותאג""ח ממשלת ישראל",1210,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",85.9%,-79.3,575.4,0.66%,- - -,1.18,2.70%,1.51%,2.12%,05/18-06/17,," *** מיטב דש השתלמות אג""ח ללא מניות",1240,85.9%,-79.3,575.4,0.66%,- - -,דווח,2.12%,05/18-06/17,," *** מיטב דש השתלמות אג""ח ללא מניות",1240,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.2%,21.4,88.8,0.63%,- - -,0.93,7.63%,3.95%,10.61%,05/18-06/17,, *** מנורה השתלמות-מניות,1256,91.2%,21.4,88.8,0.63%,- - -,דווח,10.61%,05/18-06/17,, *** מנורה השתלמות-מניות,1256,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.8%,-7.6,128.5,0.42%,- - -,0.47,0.75%,0.42%,0.76%,05/18-06/17,,"** רום רביד אג""ח ללא מניות",1257,94.8%,-7.6,128.5,0.42%,- - -,דווח,0.76%,05/18-06/17,,"** רום רביד אג""ח ללא מניות",1257,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.1%,0.1,16.7,0.42%,- - -,0.81,7.09%,3.39%,6.89%,05/18-06/17,,** רום ספיר מניות,1258,95.1%,0.1,16.7,0.42%,- - -,דווח,6.89%,05/18-06/17,,** רום ספיר מניות,1258,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.6%,-0.3,2.7,0.52%,- - -,0.65,5.82%,2.05%,4.69%,05/18-06/17,,** מינהל - השתלמות - מניות,1262,90.6%,-0.3,2.7,0.52%,- - -,דווח,4.69%,05/18-06/17,,** מינהל - השתלמות - מניות,1262,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",85.0%,-28.5,"1,662.2",0.80%,- - -,1.34,6.58%,5.21%,8.78%,05/18-06/17,,אלטשולר שחם השתלמות כללי ב',1290,85.0%,-28.5,"1,662.2",0.80%,- - -,דווח,8.78%,05/18-06/17,,אלטשולר שחם השתלמות כללי ב',1290,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",81.1%,-16.0,103.4,0.54%,- - -,1.27,2.71%,1.70%,2.08%,05/18-06/17,,"** רעות - אג""ח ללא מניות",1316,81.1%,-16.0,103.4,0.54%,- - -,דווח,2.08%,05/18-06/17,,"** רעות - אג""ח ללא מניות",1316,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",84.9%,0.2,16.4,0.54%,- - -,0.82,6.66%,2.68%,9.67%,05/18-06/17,,** רעות מניות ,1317,84.9%,0.2,16.4,0.54%,- - -,דווח,9.67%,05/18-06/17,,** רעות מניות ,1317,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.1%,-1.6,3.2,0.20%,- - -,0.66,5.31%,1.93%,5.30%,05/18-06/17,,** הנדסאים וטכנאים - מסלול מניות,1318,95.1%,-1.6,3.2,0.20%,- - -,דווח,5.30%,05/18-06/17,,** הנדסאים וטכנאים - מסלול מניות,1318,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",87.8%,-69.4,426.9,0.78%,- - -,1.07,2.69%,1.26%,1.41%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח",1319,87.8%,-69.4,426.9,0.78%,- - -,דווח,1.41%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח",1319,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.7%,-55.0,352.3,0.68%,- - -,0.57,1.96%,0.62%,2.28%,05/18-06/17,,"כלל השתלמות אג""ח צמוד מדד",1348,90.7%,-55.0,352.3,0.68%,- - -,דווח,2.28%,05/18-06/17,,"כלל השתלמות אג""ח צמוד מדד",1348,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.3%,24.3,152.6,0.64%,- - -,0.74,6.84%,3.23%,8.86%,05/18-06/17,,כלל השתלמות מניות,1350,91.3%,24.3,152.6,0.64%,- - -,דווח,8.86%,05/18-06/17,,כלל השתלמות מניות,1350,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.9%,-21.1,159.0,0.74%,- - -,-0.12,0.44%,0.16%,0.21%,05/18-06/17,,כלל השתלמות שקלי טווח קצר,1351,98.9%,-21.1,159.0,0.74%,- - -,דווח,0.21%,05/18-06/17,,כלל השתלמות שקלי טווח קצר,1351,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",83.0%,-165.2,"2,321.7",0.64%,- - -,1.26,3.32%,1.96%,3.06%,05/18-06/17,, *** מיטב דש השתלמות מעל 6 שנות וותק ,1353,83.0%,-165.2,"2,321.7",0.64%,- - -,דווח,3.06%,05/18-06/17,, *** מיטב דש השתלמות מעל 6 שנות וותק ,1353,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,6.1,- - -,0.88%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול אג""ח",1354,- - -,6.1,- - -,0.88%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול אג""ח",1354,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.2%,17.3,110.2,0.78%,- - -,0.54,1.09%,0.16%,0.86%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח ממשלת ישראל",1361,99.2%,17.3,110.2,0.78%,- - -,דווח,0.86%,05/18-06/17,,"ילין לפידות קרן השתלמות מסלול אג""ח ממשלת ישראל",1361,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",84.6%,-23.4,221.4,0.76%,- - -,1.27,3.03%,1.87%,2.55%,05/18-06/17,,"הלמן-אלדובי השתלמות אג""ח עד 15% במניות",1367,84.6%,-23.4,221.4,0.76%,- - -,דווח,2.55%,05/18-06/17,,"הלמן-אלדובי השתלמות אג""ח עד 15% במניות",1367,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.6%,-14.4,252.8,0.87%,- - -,1.24,2.54%,1.50%,1.33%,05/18-06/17,,הראל השתלמות מסלול שקלי,1369,94.6%,-14.4,252.8,0.87%,- - -,דווח,1.33%,05/18-06/17,,הראל השתלמות מסלול שקלי,1369,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,-10.0,77.3,0.57%,- - -,-0.81,0.36%,0.17%,0.20%,05/18-06/17,, *** מיטב דש השתלמות שקלי טווח קצר,1370,99.7%,-10.0,77.3,0.57%,- - -,דווח,0.20%,05/18-06/17,, *** מיטב דש השתלמות שקלי טווח קצר,1370,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.1%,898.8,"1,843.3",0.76%,- - -,1.15,9.56%,7.79%,13.10%,05/18-06/17,, *** אלטשולר שחם השתלמות מניות,1377,93.1%,898.8,"1,843.3",0.76%,- - -,דווח,13.10%,05/18-06/17,, *** אלטשולר שחם השתלמות מניות,1377,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",88.7%,-16.2,355.1,0.82%,- - -,0.95,3.09%,1.75%,3.15%,05/18-06/17,," *** אלטשולר שחם השתלמות אג""ח ללא מניות",1378,88.7%,-16.2,355.1,0.82%,- - -,דווח,3.15%,05/18-06/17,," *** אלטשולר שחם השתלמות אג""ח ללא מניות",1378,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.9%,-14.4,99.3,0.20%,- - -,0.73,1.88%,0.81%,1.26%,05/18-06/17,,"** הנדסאים וטכנאים מסלול אג""ח",1384,92.9%,-14.4,99.3,0.20%,- - -,דווח,1.26%,05/18-06/17,,"** הנדסאים וטכנאים מסלול אג""ח",1384,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.4%,-2.0,24.9,0.53%,- - -,0.69,1.58%,0.62%,1.07%,05/18-06/17,,"** מינהל - השתלמות - אג""ח",1385,93.4%,-2.0,24.9,0.53%,- - -,דווח,1.07%,05/18-06/17,,"** מינהל - השתלמות - אג""ח",1385,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.0%,-57.8,279.4,0.71%,- - -,0.81,2.23%,0.86%,1.66%,05/18-06/17,," *** מיטב דש השתלמות אג""ח ממשלת ישראל",1387,98.0%,-57.8,279.4,0.71%,- - -,דווח,1.66%,05/18-06/17,," *** מיטב דש השתלמות אג""ח ממשלת ישראל",1387,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,13.1,53.5,0.79%,- - -,-2.81,0.33%,0.09%,0.09%,05/18-06/17,,אלטשולר שחם השתלמות כספי,1398,100.0%,13.1,53.5,0.79%,- - -,דווח,0.09%,05/18-06/17,,אלטשולר שחם השתלמות כספי,1398,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,-0.2,124.3,0.84%,- - -,0.85,2.48%,1.05%,2.58%,05/18-06/17,,"אלטשולר שחם השתלמות  אג""ח ממשלות",1399,99.9%,-0.2,124.3,0.84%,- - -,דווח,2.58%,05/18-06/17,,"אלטשולר שחם השתלמות  אג""ח ממשלות",1399,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.5%,-2.8,35.3,0.34%,- - -,-0.18,0.28%,0.00%,0.23%,05/18-06/17,,"** עובדי המדינה - אג""ח ממשלת ישראל",1404,98.5%,-2.8,35.3,0.34%,- - -,דווח,0.23%,05/18-06/17,,"** עובדי המדינה - אג""ח ממשלת ישראל",1404,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
