TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 06/2017 - 05/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",91.4%,2.3,4.3,0.25%,- - -,- - -,- - -,- - -,2.43%,05/18-06/17,,"** עובדי מדינה - משולב-אג""ח עד 15 אחוז מניות",7635,91.4%,2.3,4.3,0.25%,- - -,דווח,2.43%,05/18-06/17,,"** עובדי מדינה - משולב-אג""ח עד 15 אחוז מניות",7635,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/17-06/17,לא פעיל,אנליסט השתלמות כללי פאסיבי,7703,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/17-06/17,לא פעיל,אנליסט השתלמות כללי פאסיבי,7703,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.2%,6.1,13.3,0.42%,- - -,- - -,- - -,- - -,4.80%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי - כללי,7819,92.2%,6.1,13.3,0.42%,- - -,דווח,4.80%,05/18-06/17,,אי.בי.אי השתלמות פאסיבי - כללי,7819,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",80.6%,2.0,13.6,0.63%,- - -,- - -,- - -,2.31%,1.84%,05/18-06/17,," *** הראל השתלמות אג""ח קונצרני ",8058,80.6%,2.0,13.6,0.63%,- - -,דווח,1.84%,05/18-06/17,," *** הראל השתלמות אג""ח קונצרני ",8058,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",90.7%,14.6,65.1,0.61%,- - -,- - -,- - -,2.23%,1.81%,05/18-06/17,,"אנליסט השתלמות כללי אג""ח עד 10% מניות",8129,90.7%,14.6,65.1,0.61%,- - -,דווח,1.81%,05/18-06/17,,"אנליסט השתלמות כללי אג""ח עד 10% מניות",8129,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.9%,0.2,0.9,0.25%,- - -,- - -,- - -,- - -,1.24%,05/18-06/17,,"** מסלול - אג""ח",8339,99.9%,0.2,0.9,0.25%,- - -,דווח,1.24%,05/18-06/17,,"** מסלול - אג""ח",8339,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.0,0.7,0.20%,- - -,- - -,- - -,0.64%,1.22%,05/18-06/17,,"** מסלול מישור אג""ח ",8382,100.0%,0.0,0.7,0.20%,- - -,דווח,1.22%,05/18-06/17,,"** מסלול מישור אג""ח ",8382,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.8%,19.8,52.5,0.25%,- - -,- - -,- - -,1.10%,3.82%,05/18-06/17,,** מורים על יסודי מסלול הלכה,8394,99.8%,19.8,52.5,0.25%,- - -,דווח,3.82%,05/18-06/17,,** מורים על יסודי מסלול הלכה,8394,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.8%,1.1,3.0,0.20%,- - -,- - -,- - -,0.98%,3.69%,05/18-06/17,,** מישור מסלול הלכה,8395,99.8%,1.1,3.0,0.20%,- - -,דווח,3.69%,05/18-06/17,,** מישור מסלול הלכה,8395,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.5%,427.3,"1,187.2",0.68%,- - -,- - -,- - -,7.53%,6.13%,05/18-06/17,,ילין לפידות קרן השתלמות מסלול מניות,8563,91.5%,427.3,"1,187.2",0.68%,- - -,דווח,6.13%,05/18-06/17,,ילין לפידות קרן השתלמות מסלול מניות,8563,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,39.7,- - -,0.61%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול אג""ח עד 25% מניות",8597,- - -,39.7,- - -,0.61%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול אג""ח עד 25% מניות",8597,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.7%,-31.2,138.2,0.61%,- - -,- - -,- - -,2.02%,3.18%,05/18-06/17,,"אקסלנס השתלמות פאסיבי-מדדי אג""ח עד 25% במדדי מניות",8628,92.7%,-31.2,138.2,0.61%,- - -,דווח,3.18%,05/18-06/17,,"אקסלנס השתלמות פאסיבי-מדדי אג""ח עד 25% במדדי מניות",8628,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.6%,-149.2,676.9,0.59%,- - -,- - -,- - -,2.24%,3.50%,05/18-06/17,, *** אקסלנס השתלמות פאסיבי - כללי,8629,92.6%,-149.2,676.9,0.59%,- - -,דווח,3.50%,05/18-06/17,, *** אקסלנס השתלמות פאסיבי - כללי,8629,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",94.0%,9.5,196.0,0.61%,- - -,- - -,- - -,5.50%,7.86%,05/18-06/17,, *** אקסלנס השתלמות פאסיבי-מדדי מניות ,8630,94.0%,9.5,196.0,0.61%,- - -,דווח,7.86%,05/18-06/17,, *** אקסלנס השתלמות פאסיבי-מדדי מניות ,8630,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.0,- - -,0.58%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות פאסיבי-מדדי אג""ח",8631,- - -,-1.0,- - -,0.58%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות פאסיבי-מדדי אג""ח",8631,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.8%,22.2,171.7,0.31%,- - -,- - -,- - -,2.18%,2.05%,05/18-06/17,,"אנליסט השתלמות אג""ח עד 20% במניות",8679,89.8%,22.2,171.7,0.31%,- - -,דווח,2.05%,05/18-06/17,,"אנליסט השתלמות אג""ח עד 20% במניות",8679,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.6,1.5,0.35%,- - -,- - -,- - -,-3.71%,6.31%,05/18-06/17,,"""אינטרגמל השתלמות""-מדד ""מניות תל אביב 35""",8701,100.0%,0.6,1.5,0.35%,- - -,דווח,6.31%,05/18-06/17,,"""אינטרגמל השתלמות""-מדד ""מניות תל אביב 35""",8701,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.3%,0.2,0.5,0.35%,- - -,- - -,- - -,-0.34%,2.60%,05/18-06/17,,"""אינטרגמל השתלמות""-אג""ח ממשלת ישראל, צמוד מדד לטווח של 5-10 שנים",8702,99.3%,0.2,0.5,0.35%,- - -,דווח,2.60%,05/18-06/17,,"""אינטרגמל השתלמות""-אג""ח ממשלת ישראל, צמוד מדד לטווח של 5-10 שנים",8702,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.4%,0.1,0.5,- - -,- - -,- - -,- - -,1.60%,2.23%,05/18-06/17,,"""אינטרגמל השתלמות""-אג""ח ממשלתי שקלי בריבית קבועה",8703,99.4%,0.1,0.5,- - -,- - -,דווח,2.23%,05/18-06/17,,"""אינטרגמל השתלמות""-אג""ח ממשלתי שקלי בריבית קבועה",8703,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.1,0.4,0.35%,- - -,- - -,- - -,1.77%,2.64%,05/18-06/17,,"""אינטרגמל השתלמות""-מדד ""תל בונד 20""",8704,100.0%,0.1,0.4,0.35%,- - -,דווח,2.64%,05/18-06/17,,"""אינטרגמל השתלמות""-מדד ""תל בונד 20""",8704,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,0.1,0.1,0.35%,- - -,- - -,- - -,- - -,0.00%,05/18-06/17,,"""אינטרגמל השתלמות""-מסלול מזומנים ושווי מזומנים",8705,100.0%,0.1,0.1,0.35%,- - -,דווח,0.00%,05/18-06/17,,"""אינטרגמל השתלמות""-מסלול מזומנים ושווי מזומנים",8705,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,הראל השתלמות IRA IRA,8761,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,הראל השתלמות IRA IRA,8761,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",92.9%,0.3,4.8,0.65%,- - -,- - -,- - -,0.90%,3.17%,05/18-06/17,,"אנליסט השתלמות חו""ל",8779,92.9%,0.3,4.8,0.65%,- - -,דווח,3.17%,05/18-06/17,,"אנליסט השתלמות חו""ל",8779,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",95.1%,1.1,35.6,0.24%,- - -,- - -,- - -,1.41%,2.53%,05/18-06/17,,"מיטב דש השתלמות אג""ח עד 25% במניות",8885,95.1%,1.1,35.6,0.24%,- - -,דווח,2.53%,05/18-06/17,,"מיטב דש השתלמות אג""ח עד 25% במניות",8885,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",43.6%,7.7,8.6,0.49%,- - -,- - -,- - -,- - -,0.00%,05/18-06/17,,מגדל השתלמות בניהול אישי IRA,8890,43.6%,7.7,8.6,0.49%,- - -,דווח,0.00%,05/18-06/17,,מגדל השתלמות בניהול אישי IRA,8890,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.5%,2.3,12.4,0.54%,- - -,- - -,- - -,- - -,2.37%,05/18-06/17,,"** רעות אג""ח עד 10% במניות",8891,89.5%,2.3,12.4,0.54%,- - -,דווח,2.37%,05/18-06/17,,"** רעות אג""ח עד 10% במניות",8891,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,2.0,3.6,0.35%,- - -,- - -,- - -,- - -,13.42%,05/18-06/17,,אינטרגמל השתלמות -מניות S&amp;P500,9451,100.0%,2.0,3.6,0.35%,- - -,דווח,13.42%,05/18-06/17,,אינטרגמל השתלמות -מניות S&amp;P500,9451,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",97.5%,1.4,2.0,0.23%,- - -,- - -,- - -,- - -,5.60%,05/18-06/17,,** עובדי מדינה - מניות,9479,97.5%,1.4,2.0,0.23%,- - -,דווח,5.60%,05/18-06/17,,** עובדי מדינה - מניות,9479,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",98.5%,9.9,25.2,0.82%,- - -,- - -,- - -,- - -,3.60%,05/18-06/17,, *** אקסלנס השתלמות הלכה,9528,98.5%,9.9,25.2,0.82%,- - -,דווח,3.60%,05/18-06/17,, *** אקסלנס השתלמות הלכה,9528,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,0.78%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי - מדדי אג""ח ",9545,- - -,0.0,- - -,0.78%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי - מדדי אג""ח ",9545,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,0.79%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי - מדדי אג""ח חו""ל ",9546,- - -,-0.1,- - -,0.79%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי - מדדי אג""ח חו""ל ",9546,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.5,- - -,0.69%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות מסלול פאסיבי - מדדי מניות ,9547,- - -,0.5,- - -,0.69%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות מסלול פאסיבי - מדדי מניות ,9547,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.5,- - -,0.62%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי- מדדי מניות חו""ל ",9548,- - -,0.5,- - -,0.62%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** הפניקס השתלמות - מסלול פאסיבי- מדדי מניות חו""ל ",9548,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.1,- - -,0.43%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות - מסלול מתמחה שקלי טווח קצר ,9549,- - -,-0.1,- - -,0.43%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל, *** הפניקס השתלמות - מסלול מתמחה שקלי טווח קצר ,9549,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/17-06/17,לא פעיל,הראל השתלמות כללי פאסיבי ,9568,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/17-06/17,לא פעיל,הראל השתלמות כללי פאסיבי ,9568,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.9%,36.5,108.0,0.45%,- - -,- - -,- - -,- - -,3.45%,05/18-06/17,,"מנורה השתלמות אג""ח עד 20% מניות",9662,89.9%,36.5,108.0,0.45%,- - -,דווח,3.45%,05/18-06/17,,"מנורה השתלמות אג""ח עד 20% מניות",9662,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.6%,0.2,1.3,0.35%,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,אינטרגמל השתלמות מעורב מחקה מדדים,9676,99.6%,0.2,1.3,0.35%,- - -,דווח,- - -,05/18-06/17,,אינטרגמל השתלמות מעורב מחקה מדדים,9676,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.9%,6.4,28.1,0.57%,- - -,- - -,- - -,- - -,3.32%,05/18-06/17,,"** אומגה קרן השתלמות אג""ח עד 15% מניות",9802,91.9%,6.4,28.1,0.57%,- - -,דווח,3.32%,05/18-06/17,,"** אומגה קרן השתלמות אג""ח עד 15% מניות",9802,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",91.3%,2.4,9.8,0.49%,- - -,- - -,- - -,- - -,3.85%,05/18-06/17,,"** אומגה קרן השתלמות אג""ח עד 25% מניות",9803,91.3%,2.4,9.8,0.49%,- - -,דווח,3.85%,05/18-06/17,,"** אומגה קרן השתלמות אג""ח עד 25% מניות",9803,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",100.0%,-36.7,118.3,0.55%,- - -,- - -,- - -,- - -,3.88%,05/18-06/17,,הלמן-אלדובי השתלמות פאסיבי -כללי,9869,100.0%,-36.7,118.3,0.55%,- - -,דווח,3.88%,05/18-06/17,,הלמן-אלדובי השתלמות פאסיבי -כללי,9869,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",97.2%,-6.4,9.6,0.50%,- - -,- - -,- - -,- - -,4.32%,05/18-06/17,,"הלמן-אלדובי השתלמות חו""ל",9870,97.2%,-6.4,9.6,0.50%,- - -,דווח,4.32%,05/18-06/17,,"הלמן-אלדובי השתלמות חו""ל",9870,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",93.7%,-11.0,40.5,0.52%,- - -,- - -,- - -,- - -,4.11%,05/18-06/17,,הלמן-אלדובי השתלמות ישראל,9871,93.7%,-11.0,40.5,0.52%,- - -,דווח,4.11%,05/18-06/17,,הלמן-אלדובי השתלמות ישראל,9871,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,0.63%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות אג""ח עד 10% מניות",9882,- - -,0.0,- - -,0.63%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות אג""ח עד 10% מניות",9882,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.5,- - -,0.65%,- - -,- - -,- - -,- - -,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות פאסיבי- מדדי חו""ל",9919,- - -,0.5,- - -,0.65%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-06/17,לא פעיל," *** אקסלנס השתלמות פאסיבי- מדדי חו""ל",9919,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,13.1,14.0,0.22%,- - -,- - -,- - -,- - -,3.71%,05/18-06/17,,מנורה מבטחים השתלמות פאסיבי כללי,11408,99.7%,13.1,14.0,0.22%,- - -,דווח,3.71%,05/18-06/17,,מנורה מבטחים השתלמות פאסיבי כללי,11408,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",99.7%,2.7,2.9,0.21%,- - -,- - -,- - -,- - -,2.88%,05/18-06/17,,"מנורה מבטחים השתלמות פאסיבי אג""ח עד 15% במניות",11409,99.7%,2.7,2.9,0.21%,- - -,דווח,2.88%,05/18-06/17,,"מנורה מבטחים השתלמות פאסיבי אג""ח עד 15% במניות",11409,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,** עובדי המדינה הלכתי הלכה יהודית,11414,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,** עובדי המדינה הלכתי הלכה יהודית,11414,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,קל השתלמות כללי,11926,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,קל השתלמות כללי,11926,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,קל השתלמות כללי פאסיבי,11927,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,קל השתלמות כללי פאסיבי,11927,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות אג""ח אג""ח",11928,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות אג""ח אג""ח",11928,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,קל השתלמות מניות מניות ,11929,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,קל השתלמות מניות מניות ,11929,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות אג""ח פאסיבי",11930,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות אג""ח פאסיבי",11930,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,קל השתלמות מניות פאסיבי,11931,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,קל השתלמות מניות פאסיבי,11931,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,קל השתלמות מדד מניות ישראל,11932,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,קל השתלמות מדד מניות ישראל,11932,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות מדד אג""ח ישראל",11933,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות מדד אג""ח ישראל",11933,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות מדד חו""ל",11934,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות מדד חו""ל",11934,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות אג""ח צמוד מדד בינוני",11935,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות אג""ח צמוד מדד בינוני",11935,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות חו""ל חו""ל",11936,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות חו""ל חו""ל",11936,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,0.0,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"קל השתלמות חו""ל פאסיבי",11937,- - -,0.0,0.0,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/18-06/17,,"קל השתלמות חו""ל פאסיבי",11937,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
"שיעור דמי ניהול ממוצע לשנת
2017",89.0%,7.3,7.3,- - -,- - -,- - -,- - -,- - -,- - -,05/18-06/17,,"אינפיניטי השתלמות אג""ח עד 25% מניות",11957,89.0%,7.3,7.3,- - -,- - -,דווח,- - -,05/18-06/17,,"אינפיניטי השתלמות אג""ח עד 25% מניות",11957,84.9%,"10,791.4","211,534.0",0.61%,---,- - -,4.42%,2.62%,4.32%,05/18-06/17
