TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 02/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",77.2%,-62.3,"11,477.4",0.70%,0.61%,1.30,0.30,1.68%,0.16%,-0.88%,," *** הראל אג""ח עד 25% מניות ",101,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.9%,-28.0,"6,772.7",0.70%,0.61%,1.33,0.77,1.68%,0.61%,-1.00%,, *** מיטב דש גמל לבני  50-60,103,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.6%,8.0,739.8,0.58%,0.00%,1.24,-0.53,1.20%,-0.21%,-1.02%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.1%,-14.6,"1,017.3",0.58%,0.04%,0.85,-0.85,-0.84%,-0.33%,-0.60%,," *** כלל תמר אג""ח ",117,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.7%,-0.7,163.1,0.51%,- - -,1.22,0.24,0.96%,-0.13%,-1.50%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.1%,7.6,935.9,0.73%,0.32%,1.36,-0.01,1.20%,0.21%,-0.73%,,מנורה מבטחים יותר מסלול ד,119,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.4%,-0.2,75.3,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.8%,-17.9,"1,099.9",0.54%,0.08%,0.60,-1.06,-0.60%,-0.39%,-0.91%,, *** כלל תמר מדד,124,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.3%,1.3,225.2,0.61%,0.05%,0.91,0.65,3.00%,0.71%,-3.35%,, *** כלל תמר מניות,127,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",99.7%,-2.2,197.4,0.54%,0.03%,-0.35,-1.25,-0.12%,0.01%,0.00%,, *** כלל תמר שקלי טווח קצר,128,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.1%,-0.9,92.3,0.68%,- - -,1,-0.71,0.48%,-0.25%,-1.31%,,** שובל,130,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.6%,-9.1,"2,475.8",0.96%,- - -,1.22,-0.32,1.20%,0.30%,-1.13%,, *** הלמן-אלדובי השתלמות כללי,132,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.4%,1.6,128.6,0.54%,- - -,1.20,0.02,1.08%,0.24%,-1.06%,,פסגות שיא פיצויים כללי,150,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.6%,-15.4,524.8,0.65%,- - -,0.86,-0.85,-0.84%,-0.27%,-0.56%,,כלל ברזל,152,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.2%,107.6,"5,794.9",0.82%,- - -,1.33,1.17,2.04%,0.22%,-1.21%,,הראל השתלמות כללי,154,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.6%,3.1,189.3,0.71%,- - -,1.16,0.13,1.20%,0.12%,-1.27%,,"הראל קמ""פ מסלול כללי ",155,85.3%,"1,499.7","451,938.8",0.59%,0.45%,,,1.19%,0.21%,-0.96%
