TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 12/2010,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",75.1%,-63.2,"9,986.9",0.70%,0.61%,0.55,-0.22,0.00%,10.02%,0.98%,," *** הראל אג""ח עד 25% מניות ",101,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.1%,-6.4,"1,552.7",- - -,- - -,0.62,0.13,0.84%,10.83%,1.59%,לא פעיל, *** אקסלנס גמל פלטינום,102,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.8%,-23.0,"3,686.5",0.70%,0.61%,0.88,1.26,1.44%,11.30%,1.71%,, *** מיטב דש גמל לבני  50-60,103,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",80.4%,-1.3,73.3,- - -,- - -,0.57,-0.15,-0.48%,9.76%,0.84%,לא פעיל,ישיר המלאכה,105,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.2%,-96.8,"20,436.8",- - -,- - -,0.68,0.60,0.48%,10.53%,1.46%,לא פעיל, *** פסגות גדיש כללי,106,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.9%,4.8,505.2,0.58%,0.00%,0.81,0.07,1.92%,9.61%,1.17%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.1%,0.4,26.0,- - -,- - -,0.10,-0.20,-4.44%,11.05%,5.82%,לא פעיל, *** להיט מניות,109,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.8%,-6.1,717.5,- - -,- - -,0.55,0.05,-0.48%,10.39%,1.63%,לא פעיל, *** מיטב מירון,111,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.9%,-10.7,"2,171.6",- - -,- - -,0.22,-0.69,-2.76%,10.39%,1.64%,לא פעיל, *** פסגות קרן אור,113,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.4%,0.1,18.8,- - -,- - -,0.79,0.19,0.72%,7.46%,0.88%,לא פעיל,אי.בי.אי שחר,114,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.2%,-3.8,818.5,- - -,- - -,0.89,0.11,0.96%,9.16%,1.29%,לא פעיל, *** ** הגומל מסלול כללי,115,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.4%,10.2,816.4,0.58%,0.04%,1.14,0.07,0.60%,7.97%,-0.92%,," *** כלל תמר אג""ח ",117,84.9%,"1,738.4","305,988.2",0.59%,0.45%,,,0.45%,9.90%,1.22%
