TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 03/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",76.8%,-48.9,"11,378.7",0.70%,0.61%,1.22,0.37,1.68%,-0.22%,-0.38%,," *** הראל אג""ח עד 25% מניות ",101,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",79.1%,-5.9,"6,728.2",0.70%,0.61%,1.26,0.93,1.80%,0.10%,-0.51%,, *** מיטב דש גמל לבני  50-60,103,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.7%,9.9,746.8,0.58%,0.00%,1.17,-0.44,1.20%,-0.54%,-0.33%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.9%,-16.1,"1,004.0",0.58%,0.04%,0.89,-0.68,-0.84%,0.00%,0.33%,," *** כלל תמר אג""ח ",117,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.5%,-0.5,161.1,0.51%,- - -,1.09,0.10,0.96%,-1.02%,-0.89%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",85.1%,10.4,944.3,0.73%,0.32%,1.32,0.16,1.20%,0.06%,-0.15%,,מנורה מבטחים יותר מסלול ד,119,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.3%,-0.4,75.2,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.7%,-11.9,"1,091.5",0.54%,0.08%,0.63,-0.89,-0.48%,-0.04%,0.36%,, *** כלל תמר מדד,124,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.2%,0.9,221.2,0.61%,0.05%,0.78,0.51,2.88%,-1.45%,-2.14%,, *** כלל תמר מניות,127,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",99.7%,-2.7,194.7,0.54%,0.03%,-0.32,-1.16,-0.12%,0.02%,0.01%,, *** כלל תמר שקלי טווח קצר,128,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",90.1%,-0.5,91.0,0.68%,- - -,0.89,-0.83,0.48%,-1.09%,-0.84%,,** שובל,130,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",76.6%,-3.0,"2,459.1",0.96%,- - -,1.13,-0.32,1.20%,-0.18%,-0.48%,, *** הלמן-אלדובי השתלמות כללי,132,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.1%,-1.8,125.8,0.54%,- - -,1.09,-0.11,0.96%,-0.51%,-0.74%,,פסגות שיא פיצויים כללי,150,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.4%,-7.7,518.9,0.65%,- - -,0.90,-0.67,-0.84%,0.14%,0.41%,,כלל ברזל,152,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",78.8%,128.7,"5,883.9",0.82%,- - -,1.23,1.09,2.04%,-0.38%,-0.60%,,הראל השתלמות כללי,154,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.1%,-0.9,187.3,0.71%,- - -,1.07,0.11,1.32%,-0.43%,-0.55%,,"הראל קמ""פ מסלול כללי ",155,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.9%,-4.6,269.2,0.79%,- - -,1.07,-0.65,-0.36%,0.28%,0.32%,," *** מגדל השתלמות אג""ח",199,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.6%,-0.8,91.8,0.65%,0.29%,0.51,-0.26,-2.16%,0.55%,0.02%,,"פסגות גדיש חו""ל",205,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.3%,-14.6,"2,082.9",0.64%,0.23%,1.27,-0.51,0.12%,0.17%,0.13%,," *** אקסלנס גמל אג""ח עד 15% מניות",211,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.0%,-1.2,45.5,0.64%,- - -,0.97,-0.32,0.60%,-0.44%,-0.53%,,אלמוג,219,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.6%,-11.6,890.7,0.58%,0.56%,1.30,-0.60,0.24%,0.20%,0.24%,," *** מיטב דש גמל אג""ח ללא מניות",223,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",84.8%,-23.6,"6,598.7",0.00%,- - -,1.07,-0.07,1.08%,-0.40%,-0.75%,, *** ** קופת התגמולים של עובדי בנק לאומי,229,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",91.0%,-6.1,"1,432.9",0.19%,- - -,0.94,-0.77,0.00%,-0.88%,-0.84%,,"** בל""ד",233,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",87.6%,-9.0,"1,040.0",0.70%,- - -,1.07,-0.61,1.08%,-0.52%,-0.72%,,פסגות פיצויים כללי,237,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.9%,-8.9,585.4,0.81%,- - -,1.05,0.11,1.08%,-0.30%,-0.42%,, *** דיסקונט לפיצויים,239,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
"שיעור דמי ניהול
ממוצע לשנת
2017",86.0%,-8.6,"1,339.7",0.55%,- - -,1.02,-0.04,1.08%,-0.15%,-0.44%,,כלל פיצויים למעסיק,241,84.9%,"1,497.6","450,940.2",0.59%,0.45%,,,1.22%,-0.30%,-0.51%
