TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 04/2016,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",77.8%,-69.6,"11,806.0",0.70%,0.61%,0.76,0.78,2.04%,0.89%,0.91%,," *** הראל אג""ח עד 25% מניות ",101,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",81.6%,-9.4,"5,193.1",0.70%,0.61%,0.68,0.15,1.08%,0.03%,0.90%,, *** מיטב דש גמל לבני  50-60,103,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",83.5%,-2.2,435.5,0.58%,0.00%,0.68,-0.28,1.08%,0.83%,0.76%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.7%,-13.5,"1,295.6",0.58%,0.04%,0.94,-0.08,-0.60%,1.42%,0.74%,," *** כלל תמר אג""ח ",117,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",88.1%,-7.6,106.2,0.51%,- - -,0.50,-0.49,0.12%,0.90%,0.99%,,אנליסט קופה מרכזית לפיצויים מסלול כללי,118,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",82.7%,4.0,714.0,0.73%,0.32%,0.83,0.71,1.20%,0.65%,1.07%,,מנורה מבטחים יותר מסלול ד,119,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",97.1%,-1.1,73.0,0.45%,- - -,- - -,- - -,- - -,- - -,- - -,,מיטב דש ביטחון מבטיח תשואה 4.5%,120,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.8%,-25.9,"1,642.1",0.54%,0.08%,0.71,-0.21,-0.24%,2.04%,1.00%,, *** כלל תמר מדד,124,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",89.3%,-0.8,187.4,0.61%,0.05%,0.20,-0.08,2.28%,-2.61%,1.18%,, *** כלל תמר מניות,127,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
"שיעור דמי ניהול
ממוצע לשנת
2017",99.8%,-1.1,299.2,0.54%,0.03%,0.16,-0.67,-0.12%,0.05%,0.00%,, *** כלל תמר שקלי טווח קצר,128,86.1%,635.6,"384,290.7",0.59%,0.45%,,,0.86%,0.30%,0.90%
