TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות גמל לחודש 12/2000,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox103,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox105,Textbox92,Textbox93,Textbox94,Textbox104,Textbox106,Textbox107,Textbox108,Textbox98,Textbox99
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,31.7,"10,469.6",0.70%,0.61%,- - -,- - -,- - -,3.95%,0.94%,," *** הראל אג""ח עד 25% מניות ",101,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,18.0,"1,155.6",- - -,- - -,- - -,- - -,- - -,4.40%,0.75%,לא פעיל, *** אקסלנס גמל פלטינום,102,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-2.5,"3,752.5",0.70%,0.61%,- - -,- - -,- - -,4.03%,0.51%,, *** מיטב דש גמל לבני  50-60,103,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,3.3,"2,620.5",- - -,- - -,- - -,- - -,- - -,3.28%,0.91%,לא פעיל,פסגות צור,104,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,-1.3,167.3,- - -,- - -,- - -,- - -,- - -,1.96%,0.54%,לא פעיל,ישיר המלאכה,105,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,103.5,"15,865.7",- - -,- - -,- - -,- - -,- - -,3.41%,0.72%,לא פעיל, *** פסגות גדיש כללי,106,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,1.0,570.0,0.58%,0.00%,- - -,- - -,- - -,1.47%,-0.30%,," *** הלמן-אלדובי בר-יציב אג""ח עד 25% במניות",107,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.5,220.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,לא פעיל,** נדבכים,108,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.1,5.8,- - -,- - -,- - -,- - -,- - -,2.67%,0.27%,לא פעיל, *** להיט מניות,109,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
"שיעור דמי ניהול
ממוצע לשנת
2017",- - -,0.5,48.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,לא פעיל,** ויתקין,110,,"2,264.3","161,804.6",0.59%,0.45%,,,,3.51%,0.55%
